Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR
2003-04,2003-12-28T00:00:00Z,Man City,Liverpool,2,2,D,1,0,H,M Riley,16,11,8,9,7,7,6,14,1,2,0,0
2003-04,2003-12-28T00:00:00Z,Middlesbrough,Man United,0,1,A,0,1,A,M Messias,11,10,2,6,4,2,11,15,3,2,0,1
2003-04,2003-12-28T00:00:00Z,Newcastle,Blackburn,0,1,A,0,0,D,M Halsey,15,11,11,3,8,8,6,13,0,1,0,0
2003-04,2003-12-28T00:00:00Z,Tottenham,Charlton,0,1,A,0,0,D,P Durkin,18,10,9,8,11,11,8,13,1,0,0,0
2003-04,2003-12-28T00:00:00Z,Wolves,Leeds,3,1,H,1,1,D,A D'Urso,11,9,4,4,6,10,11,14,1,4,0,1
2003-04,2003-12-29T00:00:00Z,Southampton,Arsenal,0,1,A,0,1,A,S Dunn,6,17,3,9,2,3,14,10,1,0,0,0
2003-04,2004-01-06T00:00:00Z,Aston Villa,Portsmouth,2,1,H,1,0,H,J Winter,18,11,13,4,9,6,17,14,0,0,0,0
2003-04,2004-01-07T00:00:00Z,Bolton,Man United,1,2,A,0,2,A,D Gallagher,15,11,5,7,10,6,4,8,2,0,0,0
2003-04,2004-01-07T00:00:00Z,Chelsea,Liverpool,0,1,A,0,1,A,S Dunn,9,4,2,1,8,3,15,9,0,2,0,1
2003-04,2004-01-07T00:00:00Z,Everton,Arsenal,1,1,D,0,1,A,A Wiley,8,9,4,5,5,4,13,16,0,3,0,0
2003-04,2004-01-07T00:00:00Z,Man City,Charlton,1,1,D,1,0,H,P Walton,18,9,10,4,2,2,9,11,0,0,0,0
2003-04,2004-01-07T00:00:00Z,Middlesbrough,Fulham,2,1,H,1,0,H,P Durkin,10,9,5,4,9,1,14,17,1,2,0,0
2003-04,2004-01-07T00:00:00Z,Newcastle,Leeds,1,0,H,1,0,H,P Dowd,13,9,6,5,5,3,14,17,0,1,0,0
2003-04,2004-01-07T00:00:00Z,Southampton,Leicester,0,0,D,0,0,D,H Webb,14,9,14,8,4,5,12,15,2,1,0,0
2003-04,2004-01-07T00:00:00Z,Tottenham,Birmingham,4,1,H,3,0,H,B Knight,11,9,7,3,1,6,15,6,0,0,0,0
2003-04,2004-01-07T00:00:00Z,Wolves,Blackburn,2,2,D,0,1,A,N Barry,10,9,5,5,2,7,13,20,1,1,0,0
2003-04,2004-01-10T00:00:00Z,Arsenal,Middlesbrough,4,1,H,2,0,H,A D'Urso,20,5,13,4,7,3,12,21,1,1,0,0
2003-04,2004-01-10T00:00:00Z,Birmingham,Southampton,2,1,H,1,1,D,S Bennett,11,9,6,6,7,10,14,23,0,1,0,1
2003-04,2004-01-10T00:00:00Z,Blackburn,Bolton,3,4,A,3,2,H,S Dunn,8,16,3,10,4,7,15,13,2,3,0,0
2003-04,2004-01-10T00:00:00Z,Charlton,Wolves,2,0,H,1,0,H,R Styles,10,7,4,4,6,5,6,12,1,3,0,0
2003-04,2004-01-10T00:00:00Z,Fulham,Everton,2,1,H,1,0,H,G Poll,14,11,10,5,5,7,19,9,0,0,0,0
2003-04,2004-01-10T00:00:00Z,Leeds,Tottenham,0,1,A,0,0,D,M Halsey,7,15,1,8,4,5,17,13,0,1,0,0
2003-04,2004-01-10T00:00:00Z,Liverpool,Aston Villa,1,0,H,1,0,H,G Barber,12,8,4,2,3,6,14,15,3,2,0,0
2003-04,2004-01-10T00:00:00Z,Portsmouth,Man City,4,2,H,1,2,A,M Messias,11,15,8,6,2,7,7,8,0,2,0,0
2003-04,2004-01-11T00:00:00Z,Leicester,Chelsea,0,4,A,0,2,A,U Rennie,6,11,3,6,6,2,17,7,0,1,0,0
2003-04,2004-01-11T00:00:00Z,Man United,Newcastle,0,0,D,0,0,D,P Durkin,12,7,7,3,2,3,13,11,2,0,0,0
2003-04,2004-01-17T00:00:00Z,Bolton,Portsmouth,1,0,H,0,0,D,P Dowd,13,8,6,3,2,2,9,13,1,1,0,1
2003-04,2004-01-17T00:00:00Z,Everton,Charlton,0,1,A,0,1,A,M Riley,17,7,7,4,10,5,6,14,4,2,0,0
2003-04,2004-01-17T00:00:00Z,Man City,Blackburn,1,1,D,0,0,D,M Dean,10,6,7,3,4,2,7,13,2,1,0,0
2003-04,2004-01-17T00:00:00Z,Middlesbrough,Leicester,3,3,D,1,0,H,B Knight,13,14,7,8,6,6,15,12,2,5,0,0
2003-04,2004-01-17T00:00:00Z,Southampton,Leeds,2,1,H,2,0,H,A Wiley,18,11,6,6,1,6,16,8,1,1,0,0
2003-04,2004-01-17T00:00:00Z,Tottenham,Liverpool,2,1,H,1,0,H,U Rennie,7,10,3,4,5,6,18,9,1,1,0,0
2003-04,2004-01-17T00:00:00Z,Wolves,Man United,1,0,H,0,0,D,A D'Urso,11,15,6,6,4,12,13,5,2,0,0,0
2003-04,2004-01-18T00:00:00Z,Aston Villa,Arsenal,0,2,A,0,1,A,M Halsey,12,13,5,9,3,2,17,21,4,1,0,0
2003-04,2004-01-18T00:00:00Z,Chelsea,Birmingham,0,0,D,0,0,D,J Winter,16,2,9,1,6,2,13,8,2,2,0,0
2003-04,2004-01-19T00:00:00Z,Newcastle,Fulham,3,1,H,2,0,H,N Barry,10,13,9,6,7,4,10,8,0,1,0,0
2003-04,2004-01-21T00:00:00Z,Wolves,Liverpool,1,1,D,0,1,A,B Knight,9,14,6,10,7,5,14,16,2,1,0,0
2003-04,2004-01-31T00:00:00Z,Birmingham,Newcastle,1,1,D,0,1,A,R Styles,15,4,5,2,2,3,13,11,1,3,0,0
2003-04,2004-01-31T00:00:00Z,Charlton,Bolton,1,2,A,1,1,D,A D'Urso,14,14,7,10,5,6,9,9,0,0,0,0
2003-04,2004-01-31T00:00:00Z,Fulham,Tottenham,2,1,H,1,1,D,M Messias,16,4,10,4,10,13,6,12,1,1,0,0
2003-04,2004-01-31T00:00:00Z,Leeds,Middlesbrough,0,3,A,0,0,D,G Poll,8,15,4,6,7,6,14,6,1,1,1,0
2003-04,2004-01-31T00:00:00Z,Leicester,Aston Villa,0,5,A,0,0,D,J Winter,13,14,9,10,5,9,12,7,0,1,0,0
2003-04,2004-01-31T00:00:00Z,Liverpool,Everton,0,0,D,0,0,D,S Bennett,21,6,9,4,8,3,7,11,0,1,0,0
2003-04,2004-01-31T00:00:00Z,Man United,Southampton,3,2,H,2,1,H,G Barber,12,17,7,11,1,10,9,11,0,2,0,0
2003-04,2004-01-31T00:00:00Z,Portsmouth,Wolves,0,0,D,0,0,D,H Webb,17,8,10,4,6,6,9,6,0,1,0,0
2003-04,2004-02-01T00:00:00Z,Arsenal,Man City,2,1,H,1,0,H,A Wiley,11,9,9,8,5,4,13,13,2,2,0,1
2003-04,2004-02-01T00:00:00Z,Blackburn,Chelsea,2,3,A,1,2,A,D Gallagher,13,17,7,9,5,6,9,14,2,0,0,0
2003-04,2004-02-07T00:00:00Z,Aston Villa,Leeds,2,0,H,1,0,H,U Rennie,15,7,7,4,3,10,15,16,2,2,0,0
2003-04,2004-02-07T00:00:00Z,Bolton,Liverpool,2,2,D,1,0,H,A Wiley,12,11,6,6,3,5,15,15,3,2,0,0
2003-04,2004-02-07T00:00:00Z,Everton,Man United,3,4,A,0,3,A,N Barry,12,19,8,9,7,7,11,14,1,0,0,0
2003-04,2004-02-07T00:00:00Z,Middlesbrough,Blackburn,0,1,A,0,1,A,R Styles,15,6,7,2,8,3,6,12,0,1,0,0
2003-04,2004-02-07T00:00:00Z,Newcastle,Leicester,3,1,H,2,0,H,S Dunn,15,7,9,3,9,1,17,11,1,2,0,0
2003-04,2004-02-07T00:00:00Z,Southampton,Fulham,0,0,D,0,0,D,A D'Urso,11,11,6,8,17,3,12,18,1,2,0,0
2003-04,2004-02-07T00:00:00Z,Tottenham,Portsmouth,4,3,H,2,1,H,P Walton,15,16,13,9,6,5,16,13,1,0,0,0
2003-04,2004-02-07T00:00:00Z,Wolves,Arsenal,1,3,A,1,1,D,P Dowd,12,10,5,7,6,4,18,18,2,1,0,0
2003-04,2004-02-08T00:00:00Z,Chelsea,Charlton,1,0,H,1,0,H,S Bennett,16,5,6,0,4,3,9,17,2,0,0,0
2003-04,2004-02-08T00:00:00Z,Man City,Birmingham,0,0,D,0,0,D,P Durkin,21,7,12,2,11,5,11,10,0,1,0,0
2003-04,2004-02-10T00:00:00Z,Arsenal,Southampton,2,0,H,1,0,H,N Barry,11,10,6,6,5,9,13,12,2,3,0,0
2003-04,2004-02-10T00:00:00Z,Leeds,Wolves,4,1,H,2,1,H,M Dean,20,11,8,5,4,3,15,14,1,2,0,0
2003-04,2004-02-10T00:00:00Z,Leicester,Bolton,1,1,D,1,1,D,U Rennie,15,9,15,9,8,7,16,13,1,2,0,0
2003-04,2004-02-11T00:00:00Z,Birmingham,Everton,3,0,H,2,0,H,M Halsey,15,5,11,3,8,11,10,14,1,0,0,0
2003-04,2004-02-11T00:00:00Z,Blackburn,Newcastle,1,1,D,0,0,D,M Messias,17,14,7,7,8,6,12,10,0,0,0,0
2003-04,2004-02-11T00:00:00Z,Charlton,Tottenham,2,4,A,0,2,A,G Barber,18,12,14,10,10,4,13,14,3,0,0,0
2003-04,2004-02-11T00:00:00Z,Fulham,Aston Villa,1,2,A,1,2,A,B Knight,13,10,6,3,6,5,16,17,2,1,1,0
2003-04,2004-02-11T00:00:00Z,Liverpool,Man City,2,1,H,1,0,H,M Riley,12,6,7,3,6,3,7,8,0,0,0,0
2003-04,2004-02-11T00:00:00Z,Man United,Middlesbrough,2,3,A,1,2,A,P Durkin,23,12,13,8,10,5,13,17,1,1,0,0
2003-04,2004-02-11T00:00:00Z,Portsmouth,Chelsea,0,2,A,0,1,A,G Poll,11,10,5,4,9,10,8,13,1,2,0,0
2003-04,2004-02-21T00:00:00Z,Bolton,Man City,1,3,A,1,2,A,S Dunn,16,17,11,13,12,11,9,10,0,2,0,0
2003-04,2004-02-21T00:00:00Z,Charlton,Blackburn,3,2,H,2,0,H,U Rennie,11,18,7,12,8,12,7,6,0,0,0,0
2003-04,2004-02-21T00:00:00Z,Chelsea,Arsenal,1,2,A,1,2,A,M Riley,10,9,4,7,11,5,16,18,4,2,1,0
2003-04,2004-02-21T00:00:00Z,Man United,Leeds,1,1,D,0,0,D,M Halsey,24,7,7,3,12,7,12,17,1,2,0,0
2003-04,2004-02-21T00:00:00Z,Newcastle,Middlesbrough,2,1,H,0,1,A,G Poll,16,8,9,4,7,3,20,21,0,3,0,0
2003-04,2004-02-21T00:00:00Z,Southampton,Everton,3,3,D,0,2,A,P Dowd,9,12,5,6,6,5,14,19,1,0,0,0
2003-04,2004-02-21T00:00:00Z,Wolves,Fulham,2,1,H,1,0,H,H Webb,12,9,10,5,8,6,13,16,1,0,0,0
2003-04,2004-02-22T00:00:00Z,Aston Villa,Birmingham,2,2,D,1,0,H,J Winter,11,13,8,9,7,5,15,14,0,1,0,0
2003-04,2004-02-22T00:00:00Z,Tottenham,Leicester,4,4,D,3,1,H,N Barry,10,14,9,7,4,3,9,14,0,2,0,1
2003-04,2004-02-28T00:00:00Z,Arsenal,Charlton,2,1,H,2,0,H,G Barber,21,6,11,3,12,3,8,10,0,0,0,0
2003-04,2004-02-28T00:00:00Z,Blackburn,Southampton,1,1,D,0,1,A,M Dean,16,10,7,6,6,9,10,8,1,1,0,0
2003-04,2004-02-28T00:00:00Z,Everton,Aston Villa,2,0,H,0,0,D,M Messias,15,12,7,8,5,11,13,18,4,2,0,0
2003-04,2004-02-28T00:00:00Z,Fulham,Man United,1,1,D,0,1,A,A Wiley,7,13,3,7,4,3,13,19,1,3,0,0
2003-04,2004-02-28T00:00:00Z,Leicester,Wolves,0,0,D,0,0,D,J Winter,10,6,6,3,6,3,7,9,0,1,0,0
2003-04,2004-02-28T00:00:00Z,Man City,Chelsea,0,1,A,0,0,D,R Styles,14,9,4,4,7,1,8,11,0,1,0,0
2003-04,2004-02-29T00:00:00Z,Leeds,Liverpool,2,2,D,2,2,D,P Durkin,12,22,6,13,6,8,13,11,0,1,0,0
2003-04,2004-02-29T00:00:00Z,Portsmouth,Newcastle,1,1,D,0,1,A,A D'Urso,18,5,8,2,8,6,9,9,2,2,0,0
2003-04,2004-03-03T00:00:00Z,Birmingham,Middlesbrough,3,1,H,1,0,H,R Styles,9,8,5,6,4,5,13,20,3,4,0,1
2003-04,2004-03-06T00:00:00Z,Birmingham,Bolton,2,0,H,1,0,H,A D'Urso,10,10,6,2,3,5,10,15,1,1,0,0
2003-04,2004-03-09T00:00:00Z,Middlesbrough,Tottenham,1,0,H,0,0,D,A D'Urso,10,10,6,2,3,5,10,15,1,1,0,0
2003-04,2004-03-13T00:00:00Z,Birmingham,Leicester,0,1,A,0,0,D,M Messias,6,4,4,2,8,6,12,26,1,2,0,0
2003-04,2004-03-13T00:00:00Z,Blackburn,Arsenal,0,2,A,0,0,D,A Wiley,10,14,5,5,8,3,12,11,1,1,0,0
2003-04,2004-03-13T00:00:00Z,Bolton,Chelsea,0,2,A,0,0,D,G Poll,20,12,11,8,8,6,8,13,1,0,0,0
2003-04,2004-03-13T00:00:00Z,Charlton,Middlesbrough,1,0,H,1,0,H,M Dean,14,15,7,9,4,7,13,9,0,0,0,0
2003-04,2004-03-13T00:00:00Z,Everton,Portsmouth,1,0,H,0,0,D,N Barry,13,5,6,3,6,4,10,12,0,2,0,0
2003-04,2004-03-13T00:00:00Z,Fulham,Leeds,2,0,H,0,0,D,S Dunn,19,9,10,6,4,7,14,13,4,3,0,0
2003-04,2004-03-14T00:00:00Z,Man City,Man United,4,1,H,2,1,H,S Bennett,17,17,11,9,7,4,18,14,1,2,0,0
2003-04,2004-03-14T00:00:00Z,Southampton,Liverpool,2,0,H,0,0,D,D Gallagher,7,18,3,12,1,7,20,8,3,1,0,0
2003-04,2004-03-14T00:00:00Z,Tottenham,Newcastle,1,0,H,0,0,D,H Webb,11,6,4,4,3,12,13,13,0,0,0,0
2003-04,2004-03-14T00:00:00Z,Wolves,Aston Villa,0,4,A,0,3,A,P Durkin,9,15,1,7,8,13,10,14,1,2,0,0
2003-04,2004-03-17T00:00:00Z,Liverpool,Portsmouth,3,0,H,2,0,H,B Knight,20,4,13,4,10,8,9,20,0,1,0,0
2003-04,2004-03-20T00:00:00Z,Arsenal,Bolton,2,1,H,2,1,H,G Barber,11,8,8,2,6,1,12,14,1,2,0,0
2003-04,2004-03-20T00:00:00Z,Aston Villa,Blackburn,0,2,A,0,2,A,A D'Urso,10,16,7,7,4,6,11,14,0,2,0,0
2003-04,2004-03-20T00:00:00Z,Chelsea,Fulham,2,1,H,2,1,H,N Barry,13,5,8,1,9,1,12,13,1,2,0,0
2003-04,2004-03-20T00:00:00Z,Leicester,Everton,1,1,D,0,0,D,B Knight,10,7,4,3,9,2,12,21,1,5,0,1
2003-04,2004-03-20T00:00:00Z,Liverpool,Wolves,1,0,H,0,0,D,R Styles,12,8,4,6,14,4,5,12,0,1,0,0
2003-04,2004-03-20T00:00:00Z,Man United,Tottenham,3,0,H,1,0,H,D Gallagher,11,8,6,3,4,2,14,10,1,1,0,0
2003-04,2004-03-20T00:00:00Z,Middlesbrough,Birmingham,5,3,H,4,2,H,U Rennie,13,18,9,12,4,4,11,13,2,0,0,0
2003-04,2004-03-20T00:00:00Z,Newcastle,Charlton,3,1,H,2,0,H,M Riley,15,6,10,2,6,6,11,12,0,2,0,0
2003-04,2004-03-21T00:00:00Z,Portsmouth,Southampton,1,0,H,0,0,D,M Halsey,16,13,8,8,6,4,16,12,0,2,0,0
2003-04,2004-03-22T00:00:00Z,Leeds,Man City,2,1,H,1,1,D,A Wiley,4,21,3,14,4,5,13,14,2,1,0,1
2003-04,2004-03-27T00:00:00Z,Birmingham,Leeds,4,1,H,1,1,D,M Halsey,17,11,7,7,7,7,11,18,0,1,0,0
2003-04,2004-03-27T00:00:00Z,Blackburn,Portsmouth,1,2,A,1,1,D,P Durkin,14,8,9,4,5,3,11,10,0,0,0,0
2003-04,2004-03-27T00:00:00Z,Charlton,Aston Villa,1,2,A,1,1,D,B Knight,11,19,9,11,3,12,11,14,1,1,0,0
2003-04,2004-03-27T00:00:00Z,Chelsea,Wolves,5,2,H,1,1,D,G Barber,15,9,10,4,7,4,6,12,0,2,0,0
2003-04,2004-03-27T00:00:00Z,Everton,Middlesbrough,1,1,D,0,0,D,S Bennett,14,10,7,5,8,4,16,13,0,2,0,0
2003-04,2004-03-27T00:00:00Z,Man City,Fulham,0,0,D,0,0,D,J Winter,12,5,4,2,3,1,12,10,1,0,0,0
2003-04,2004-03-27T00:00:00Z,Southampton,Tottenham,1,0,H,0,0,D,C Foy,18,15,11,9,10,6,8,16,0,2,0,0
2003-04,2004-03-28T00:00:00Z,Arsenal,Man United,1,1,D,0,0,D,G Poll,17,13,10,8,8,7,15,18,1,1,0,0
2003-04,2004-03-28T00:00:00Z,Bolton,Newcastle,1,0,H,1,0,H,M Dean,20,15,12,7,7,7,11,10,1,2,0,0
2003-04,2004-03-28T00:00:00Z,Leicester,Liverpool,0,0,D,0,0,D,P Dowd,13,19,9,12,7,10,15,20,4,3,0,0
2003-04,2004-04-03T00:00:00Z,Fulham,Birmingham,0,0,D,0,0,D,M Riley,6,6,5,1,4,2,24,22,4,2,0,0
2003-04,2004-04-03T00:00:00Z,Middlesbrough,Bolton,2,0,H,1,0,H,N Barry,10,13,6,8,7,8,13,15,2,2,0,0
2003-04,2004-04-03T00:00:00Z,Newcastle,Everton,4,2,H,2,1,H,D Gallagher,12,13,8,6,5,9,11,7,0,0,0,0
2003-04,2004-04-03T00:00:00Z,Tottenham,Chelsea,0,1,A,0,1,A,S Bennett,12,10,7,7,5,4,10,10,2,0,0,0
2003-04,2004-04-03T00:00:00Z,Wolves,Southampton,1,4,A,0,1,A,M Halsey,8,13,3,10,3,6,12,8,2,1,0,0
2003-04,2004-04-04T00:00:00Z,Aston Villa,Man City,1,1,D,1,0,H,U Rennie,6,7,3,4,5,4,13,13,1,2,0,0
2003-04,2004-04-04T00:00:00Z,Liverpool,Blackburn,4,0,H,3,0,H,J Winter,24,9,11,2,6,4,8,10,0,1,0,0
2003-04,2004-04-05T00:00:00Z,Leeds,Leicester,3,2,H,2,0,H,M Dean,15,14,10,9,7,11,19,14,2,1,1,0
2003-04,2004-04-09T00:00:00Z,Arsenal,Liverpool,4,2,H,1,2,A,A Wiley,12,12,7,5,2,8,16,9,3,1,0,0
2003-04,2004-04-09T00:00:00Z,Everton,Tottenham,3,1,H,3,0,H,R Styles,13,12,10,7,8,4,9,14,0,3,0,1
2003-04,2004-04-10T00:00:00Z,Birmingham,Man United,1,2,A,1,0,H,D Gallagher,11,10,8,6,0,3,11,10,0,0,0,0
2003-04,2004-04-10T00:00:00Z,Blackburn,Leeds,1,2,A,0,1,A,S Dunn,9,8,7,3,6,4,14,13,2,2,0,0
2003-04,2004-04-10T00:00:00Z,Bolton,Aston Villa,2,2,D,0,1,A,M Messias,16,7,7,3,6,4,10,12,1,3,0,0
2003-04,2004-04-10T00:00:00Z,Charlton,Portsmouth,1,1,D,1,0,H,A D'Urso,9,10,3,8,6,2,14,8,1,1,0,0
2003-04,2004-04-10T00:00:00Z,Chelsea,Middlesbrough,0,0,D,0,0,D,M Halsey,19,9,9,5,6,2,10,8,1,1,0,0
2003-04,2004-04-10T00:00:00Z,Leicester,Fulham,0,2,A,0,0,D,P Walton,10,9,7,4,15,4,13,15,2,0,0,0
2003-04,2004-04-10T00:00:00Z,Man City,Wolves,3,3,D,2,2,D,J Winter,14,15,8,9,5,6,9,12,0,1,0,0
2003-04,2004-04-11T00:00:00Z,Newcastle,Arsenal,0,0,D,0,0,D,P Durkin,9,11,5,5,5,4,14,12,0,1,0,0
2003-04,2004-04-12T00:00:00Z,Aston Villa,Chelsea,3,2,H,1,1,D,J Winter,5,6,3,2,7,2,8,14,0,1,0,0
2003-04,2004-04-12T00:00:00Z,Fulham,Blackburn,3,4,A,2,1,H,M Dean,10,11,7,7,6,1,12,14,0,0,0,0
2003-04,2004-04-12T00:00:00Z,Liverpool,Charlton,0,1,A,0,0,D,P Dowd,25,6,16,3,7,4,12,17,1,0,0,0
2003-04,2004-04-12T00:00:00Z,Middlesbrough,Southampton,3,1,H,2,0,H,D Gallagher,25,16,18,8,6,3,11,14,0,0,0,0
2003-04,2004-04-12T00:00:00Z,Portsmouth,Birmingham,3,1,H,1,0,H,B Knight,12,6,6,2,4,4,19,11,1,2,0,1
2003-04,2004-04-12T00:00:00Z,Tottenham,Man City,1,1,D,0,1,A,C Foy,15,9,10,8,4,3,10,21,1,1,0,0
2003-04,2004-04-12T00:00:00Z,Wolves,Bolton,1,2,A,1,1,D,U Rennie,8,13,3,4,6,9,12,11,2,1,0,0
2003-04,2004-04-13T00:00:00Z,Leeds,Everton,1,1,D,0,1,A,P Durkin,14,8,7,4,10,5,12,12,2,1,0,0
2003-04,2004-04-13T00:00:00Z,Man United,Leicester,1,0,H,0,0,D,M Halsey,16,12,12,5,7,4,11,11,0,3,0,0
2003-04,2004-04-16T00:00:00Z,Arsenal,Leeds,5,0,H,3,0,H,D Gallagher,15,7,8,2,3,8,10,10,0,0,0,0
2003-04,2004-04-17T00:00:00Z,Blackburn,Leicester,1,0,H,1,0,H,R Styles,12,8,4,4,2,4,16,14,2,1,0,0
2003-04,2004-04-17T00:00:00Z,Bolton,Tottenham,2,0,H,1,0,H,J Winter,15,4,10,0,11,5,18,21,1,2,0,0
2003-04,2004-04-17T00:00:00Z,Charlton,Birmingham,1,1,D,0,0,D,C Foy,12,7,5,4,9,3,14,9,1,0,0,0
2003-04,2004-04-17T00:00:00Z,Chelsea,Everton,0,0,D,0,0,D,G Poll,16,5,6,4,8,4,11,10,0,0,0,0
2003-04,2004-04-17T00:00:00Z,Liverpool,Fulham,0,0,D,0,0,D,S Bennett,18,11,10,7,14,7,16,10,0,3,0,0
2003-04,2004-04-17T00:00:00Z,Man City,Southampton,1,3,A,0,1,A,G Barber,15,9,7,5,6,3,11,9,1,1,0,0
2003-04,2004-04-17T00:00:00Z,Portsmouth,Man United,1,0,H,1,0,H,N Barry,9,19,4,12,3,13,14,8,2,1,0,0
2003-04,2004-04-17T00:00:00Z,Wolves,Middlesbrough,2,0,H,1,0,H,A D'Urso,12,16,8,10,6,8,10,10,1,2,0,0
2003-04,2004-04-18T00:00:00Z,Aston Villa,Newcastle,0,0,D,0,0,D,B Knight,10,5,1,4,7,3,17,13,1,4,0,1
2003-04,2004-04-20T00:00:00Z,Man United,Charlton,2,0,H,1,0,H,S Dunn,10,5,6,0,8,3,10,8,0,1,0,0
2003-04,2004-04-24T00:00:00Z,Everton,Blackburn,0,1,A,0,0,D,P Dowd,16,10,9,7,8,5,8,22,0,4,0,0
2003-04,2004-04-24T00:00:00Z,Fulham,Charlton,2,0,H,1,0,H,M Messias,8,8,6,3,4,7,15,13,1,1,0,0
2003-04,2004-04-24T00:00:00Z,Leicester,Man City,1,1,D,0,1,A,A D'Urso,12,11,5,5,4,2,13,14,1,1,0,0
2003-04,2004-04-24T00:00:00Z,Man United,Liverpool,0,1,A,0,0,D,M Riley,11,9,4,4,3,4,19,15,2,1,0,0
2003-04,2004-04-24T00:00:00Z,Middlesbrough,Aston Villa,1,2,A,1,1,D,G Barber,31,12,21,9,12,8,12,15,0,1,0,1
2003-04,2004-04-24T00:00:00Z,Southampton,Bolton,1,2,A,1,0,H,S Dunn,9,11,3,8,2,2,13,16,4,3,0,0
2003-04,2004-04-25T00:00:00Z,Birmingham,Wolves,2,2,D,2,1,H,M Dean,14,11,9,7,9,2,11,13,1,0,0,0
2003-04,2004-04-25T00:00:00Z,Leeds,Portsmouth,1,2,A,0,1,A,U Rennie,14,7,6,5,9,2,9,21,2,2,0,0
2003-04,2004-04-25T00:00:00Z,Newcastle,Chelsea,2,1,H,1,1,D,R Styles,21,17,12,6,7,5,12,12,1,2,0,0
2003-04,2004-04-25T00:00:00Z,Tottenham,Arsenal,2,2,D,0,2,A,M Halsey,13,9,7,7,7,4,14,15,1,1,0,0
2003-04,2004-05-01T00:00:00Z,Arsenal,Birmingham,0,0,D,0,0,D,G Poll,7,3,1,3,2,3,13,16,0,2,0,0
2003-04,2004-05-01T00:00:00Z,Blackburn,Man United,1,0,H,0,0,D,M Dean,12,9,8,5,5,4,11,10,2,1,0,0
2003-04,2004-05-01T00:00:00Z,Charlton,Leicester,2,2,D,0,1,A,R Styles,8,10,7,5,5,4,15,7,1,0,0,1
2003-04,2004-05-01T00:00:00Z,Chelsea,Southampton,4,0,H,0,0,D,P Durkin,12,5,7,3,12,3,6,5,0,0,0,0
2003-04,2004-05-01T00:00:00Z,Man City,Newcastle,1,0,H,0,0,D,M Halsey,7,7,3,6,7,5,7,9,1,1,0,0
2003-04,2004-05-01T00:00:00Z,Portsmouth,Fulham,1,1,D,0,0,D,S Dunn,14,11,7,7,10,3,14,13,1,4,0,0
2003-04,2004-05-01T00:00:00Z,Wolves,Everton,2,1,H,0,1,A,M Riley,20,10,11,6,12,7,7,12,0,1,0,0
2003-04,2004-05-02T00:00:00Z,Aston Villa,Tottenham,1,0,H,1,0,H,N Barry,11,10,6,5,5,5,15,20,2,1,0,0
2003-04,2004-05-02T00:00:00Z,Bolton,Leeds,4,1,H,0,1,A,S Bennett,21,6,14,4,9,3,14,20,3,2,0,1
2003-04,2004-05-02T00:00:00Z,Liverpool,Middlesbrough,2,0,H,0,0,D,A D'Urso,15,12,8,6,7,3,12,14,1,1,0,0
2003-04,2004-05-04T00:00:00Z,Portsmouth,Arsenal,1,1,D,1,0,H,M Riley,11,20,6,9,5,12,13,10,0,2,0,0
2003-04,2004-05-08T00:00:00Z,Birmingham,Liverpool,0,3,A,0,1,A,S Dunn,3,15,2,8,3,5,11,12,2,0,1,0
2003-04,2004-05-08T00:00:00Z,Everton,Bolton,1,2,A,0,1,A,P Durkin,16,10,9,3,7,3,14,9,2,0,0,0
2003-04,2004-05-08T00:00:00Z,Leeds,Charlton,3,3,D,2,1,H,M Halsey,13,12,7,6,3,2,12,9,0,0,0,0
2003-04,2004-05-08T00:00:00Z,Leicester,Portsmouth,3,1,H,2,0,H,G Poll,13,14,9,7,8,3,11,15,0,2,0,0
2003-04,2004-05-08T00:00:00Z,Man United,Chelsea,1,1,D,0,1,A,S Bennett,12,11,7,7,6,2,9,19,3,2,0,1
2003-04,2004-05-08T00:00:00Z,Middlesbrough,Man City,2,1,H,2,1,H,M Riley,12,14,7,6,5,4,9,14,1,1,0,0
2003-04,2004-05-08T00:00:00Z,Southampton,Aston Villa,1,1,D,1,1,D,H Webb,18,14,10,7,4,4,10,13,1,0,0,0
2003-04,2004-05-08T00:00:00Z,Tottenham,Blackburn,1,0,H,1,0,H,A D'Urso,16,14,13,2,7,7,9,17,0,2,0,0
2003-04,2004-05-09T00:00:00Z,Fulham,Arsenal,0,1,A,0,1,A,M Dean,12,7,5,5,6,7,13,19,1,3,0,0
2003-04,2004-05-09T00:00:00Z,Newcastle,Wolves,1,1,D,1,0,H,M Messias,19,15,8,7,13,3,13,11,1,2,0,0
2003-04,2004-05-12T00:00:00Z,Southampton,Newcastle,3,3,D,2,2,D,G Poll,15,22,12,12,3,5,13,16,1,2,0,0
2003-04,2004-05-15T00:00:00Z,Arsenal,Leicester,2,1,H,0,1,A,P Durkin,17,2,10,1,7,5,15,13,0,1,0,0
2003-04,2004-05-15T00:00:00Z,Aston Villa,Man United,0,2,A,0,2,A,R Styles,16,12,8,8,9,4,21,15,4,3,0,2
2003-04,2004-05-15T00:00:00Z,Blackburn,Birmingham,1,1,D,1,0,H,D Gallagher,10,9,5,5,6,8,11,12,0,0,0,0
