home,away,home_code,away_code,home_last_wins,home_last_draws,home_last_loses,away_last_wins,away_last_draws,away_last_loses,GF,GA
Tottenham,Newcastle,43,29,4,0,1,0,2,3,2,2
Arsenal,Sunderland,0,40,2,0,3,2,2,1,2,1
Newcastle,Tottenham,29,43,3,2,0,1,0,4,2,2
Wolves,West Brom,49,45,0,1,4,2,2,1,0,2
West Brom,Wolves,45,49,1,2,2,4,1,0,2,0
West Brom,Aston Villa,45,1,2,2,1,1,3,1,2,1
Sunderland,Bolton,40,6,1,1,3,4,0,1,2,0
Norwich,Liverpool,30,25,3,0,2,2,1,2,1,1
Wigan,Newcastle,47,29,0,0,5,0,3,2,0,1
Liverpool,Norwich,25,30,2,1,2,2,0,3,1,1
Bolton,Sunderland,6,40,1,0,4,3,1,1,0,2
Wolves,Swansea,49,41,0,0,5,3,0,2,2,2
Aston Villa,West Brom,1,45,1,3,1,1,2,2,1,2
Newcastle,Wigan,29,47,2,3,0,5,0,0,1,0
Swansea,Wolves,41,49,2,0,3,5,0,0,2,2
Stoke,Arsenal,39,0,2,1,2,2,0,3,1,3
Tottenham,Blackburn,43,4,4,1,0,2,2,1,2,1
QPR,Chelsea,34,14,1,3,1,1,0,4,1,0
Fulham,Everton,19,18,1,3,1,3,1,1,1,3
Everton,Fulham,18,19,1,1,3,1,3,1,3,1
Man United,Man City,27,26,3,2,0,0,1,4,1,6
Man City,Man United,26,27,4,1,0,0,2,3,6,1
Chelsea,QPR,14,34,4,0,1,1,3,1,0,1
Arsenal,Stoke,0,39,3,0,2,2,1,2,3,1
Blackburn,Tottenham,4,43,1,2,2,0,1,4,1,2
Chelsea,Arsenal,14,0,3,0,2,2,0,3,3,5
Sunderland,Aston Villa,40,1,2,1,2,2,2,1,2,2
Norwich,Blackburn,30,4,3,1,1,3,1,1,3,3
Swansea,Bolton,41,6,2,1,2,4,0,1,3,1
Arsenal,Chelsea,0,14,3,0,2,2,0,3,5,3
Man United,Everton,27,18,2,2,1,3,0,2,1,0
Wigan,Fulham,47,19,0,0,5,2,2,1,0,2
West Brom,Liverpool,45,25,2,2,1,1,2,2,0,2
Wolves,Man City,49,26,0,1,4,0,1,4,1,3
Everton,Man United,18,27,2,0,3,1,2,2,0,1
Blackburn,Norwich,4,30,1,1,3,1,1,3,3,3
Aston Villa,Sunderland,1,40,1,2,2,2,1,2,2,2
Bolton,Swansea,6,41,1,0,4,2,1,2,1,3
Liverpool,West Brom,25,45,2,2,1,1,2,2,2,0
Fulham,Wigan,19,47,1,2,2,5,0,0,2,0
Man City,Wolves,26,49,4,1,0,4,1,0,3,1
Tottenham,QPR,43,34,4,1,0,1,2,2,3,1
QPR,Tottenham,34,43,2,2,1,0,1,4,1,3
Stoke,Newcastle,39,29,1,1,3,0,2,3,1,3
Newcastle,Stoke,29,39,3,2,0,3,1,1,3,1
West Brom,Arsenal,45,0,2,2,1,1,0,4,0,3
Norwich,Aston Villa,30,1,2,2,1,2,2,1,2,3
Chelsea,Blackburn,14,4,3,0,2,3,2,0,1,0
Blackburn,Chelsea,4,14,0,2,3,2,0,3,0,1
Newcastle,Everton,29,18,4,1,0,4,0,1,2,1
Swansea,Liverpool,41,25,2,1,2,0,2,3,0,0
QPR,Man City,34,26,1,2,2,0,0,5,2,3
Sunderland,Man United,40,27,1,2,2,1,2,2,0,1
Everton,Newcastle,18,29,1,0,4,0,1,4,1,2
Aston Villa,Norwich,1,30,1,2,2,1,2,2,3,2
Man City,QPR,26,34,5,0,0,2,2,1,3,2
Man United,Sunderland,27,40,2,2,1,2,2,1,1,0
Liverpool,Swansea,25,41,3,2,0,2,1,2,0,0
Arsenal,West Brom,0,45,4,0,1,1,2,2,3,0
Stoke,Bolton,39,6,1,1,3,4,0,1,0,5
Tottenham,Fulham,43,19,4,1,0,2,1,2,3,1
Bolton,Stoke,6,39,1,0,4,3,1,1,5,0
Fulham,Tottenham,19,43,2,1,2,0,1,4,1,3
Wolves,Wigan,49,47,0,1,4,5,0,0,3,1
Wigan,Wolves,47,49,0,0,5,4,1,0,1,3
Norwich,Arsenal,30,0,1,2,2,1,0,4,1,2
Wigan,Blackburn,47,4,0,0,5,3,2,0,3,3
West Brom,Bolton,45,6,2,1,2,3,0,2,2,1
Wolves,Everton,49,18,1,1,3,4,0,1,1,2
Sunderland,Fulham,40,19,1,2,2,3,0,2,0,0
Newcastle,Man City,29,26,4,1,0,0,0,5,1,3
Swansea,Man United,41,27,2,2,1,1,1,3,0,1
Man City,Newcastle,26,29,5,0,0,0,1,4,3,1
Arsenal,Norwich,0,30,4,0,1,2,2,1,2,1
Stoke,QPR,39,34,1,0,4,3,1,1,2,3
QPR,Stoke,34,39,1,1,3,4,0,1,3,2
Fulham,Sunderland,19,40,2,0,3,2,2,1,0,0
Man United,Swansea,27,41,3,1,1,1,2,2,1,0
Bolton,West Brom,6,45,2,0,3,2,1,2,1,2
Blackburn,Wigan,4,47,0,2,3,5,0,0,3,3
Everton,Wolves,18,49,1,0,4,3,1,1,2,1
Liverpool,Chelsea,25,14,2,3,0,2,0,3,2,1
Chelsea,Liverpool,14,25,3,0,2,0,3,2,1,2
Tottenham,Aston Villa,43,1,4,1,0,2,1,2,2,0
Aston Villa,Tottenham,1,43,2,1,2,0,1,4,0,2
Fulham,Arsenal,19,0,1,1,3,0,0,5,1,1
Stoke,Blackburn,39,4,1,0,4,2,3,0,3,1
Everton,Bolton,18,6,2,0,3,3,0,2,2,0
Wolves,Chelsea,49,14,1,1,3,3,0,2,0,3
Bolton,Everton,6,18,2,0,3,3,0,2,0,2
Arsenal,Fulham,0,19,5,0,0,3,1,1,1,1
Newcastle,Man United,29,27,3,1,1,1,1,3,1,1
Man United,Newcastle,27,29,3,1,1,1,1,3,1,1
QPR,Norwich,34,30,2,1,2,2,2,1,1,2
Norwich,QPR,30,34,1,2,2,2,1,2,2,1
Blackburn,Stoke,4,39,0,3,2,4,0,1,1,3
Wigan,Sunderland,47,40,0,1,4,2,2,1,2,1
West Brom,Tottenham,45,43,3,0,2,0,1,4,1,3
Tottenham,West Brom,43,45,4,1,0,2,0,3,3,1
Sunderland,Wigan,40,47,1,2,2,4,1,0,1,2
Chelsea,Wolves,14,49,2,0,3,3,1,1,3,0
Swansea,Aston Villa,41,1,1,2,2,3,1,1,0,0
Man City,Liverpool,26,25,5,0,0,0,3,2,1,1
Liverpool,Man City,25,26,2,3,0,0,0,5,1,1
Aston Villa,Swansea,1,41,1,1,3,2,2,1,0,0
Wigan,Arsenal,47,0,1,1,3,0,1,4,0,4
Man United,Aston Villa,27,1,3,1,1,2,2,1,1,0
Swansea,Blackburn,41,4,1,3,1,3,2,0,2,4
Tottenham,Bolton,43,6,5,0,0,4,0,1,3,0
Newcastle,Chelsea,29,14,3,1,1,3,0,2,0,3
Norwich,Man City,30,26,1,2,2,0,1,4,1,5
Aston Villa,Man United,1,27,1,2,2,1,1,3,0,1
Chelsea,Newcastle,14,29,2,0,3,1,1,3,3,0
Man City,Norwich,26,30,4,1,0,2,2,1,5,1
West Brom,QPR,45,34,2,0,3,3,0,2,1,1
Blackburn,Swansea,4,41,0,2,3,1,3,1,4,2
Bolton,Tottenham,6,43,1,0,4,0,0,5,0,3
QPR,West Brom,34,45,2,0,3,3,0,2,1,1
Arsenal,Wigan,0,47,4,1,0,3,1,1,4,0
Stoke,Everton,39,18,1,0,4,2,0,3,1,0
Everton,Stoke,18,39,3,0,2,4,0,1,0,1
Wolves,Sunderland,49,40,1,1,3,2,2,1,2,1
Sunderland,Wolves,40,49,1,2,2,3,1,1,1,2
Liverpool,Fulham,25,19,2,3,0,2,2,1,0,1
Fulham,Liverpool,19,25,1,2,2,0,3,2,1,0
Everton,Arsenal,18,0,2,0,3,0,1,4,0,1
Bolton,Aston Villa,6,1,1,0,4,2,2,1,1,2
Aston Villa,Bolton,1,6,1,2,2,4,0,1,2,1
Arsenal,Everton,0,18,4,1,0,3,0,2,1,0
Swansea,Fulham,41,19,1,2,2,1,2,2,2,0
QPR,Liverpool,34,25,1,1,3,1,2,2,0,1
Wolves,Man United,49,27,2,0,3,0,1,4,1,4
Norwich,Newcastle,30,29,1,1,3,2,1,2,4,2
Newcastle,Norwich,29,30,2,1,2,3,1,1,2,4
Liverpool,QPR,25,34,2,2,1,3,1,1,1,0
Fulham,Swansea,19,41,2,2,1,2,2,1,0,2
Wigan,West Brom,47,45,1,1,3,3,1,1,2,1
West Brom,Wigan,45,47,1,1,3,3,1,1,1,2
Man United,Wolves,27,49,4,1,0,3,0,2,4,1
Sunderland,Blackburn,40,4,0,2,3,2,2,1,2,1
Tottenham,Stoke,43,39,5,0,0,3,0,2,1,2
Blackburn,Sunderland,4,40,1,2,2,3,2,0,1,2
Stoke,Tottenham,39,43,2,0,3,0,0,5,2,1
Man City,Chelsea,26,14,4,1,0,2,0,3,1,2
Chelsea,Man City,14,26,3,0,2,0,1,4,2,1
West Brom,Blackburn,45,4,1,1,3,3,1,1,2,1
Fulham,Bolton,19,6,1,2,2,4,0,1,2,0
Wigan,Chelsea,47,14,2,1,2,1,0,4,1,1
Norwich,Everton,30,18,2,0,3,3,0,2,1,1
Bolton,Fulham,6,19,1,0,4,2,2,1,0,2
Swansea,Newcastle,41,29,1,2,2,3,1,1,0,0
Everton,Norwich,18,30,2,0,3,3,0,2,1,1
Wolves,Stoke,49,39,2,0,3,2,0,3,1,2
Newcastle,Swansea,29,41,1,1,3,2,2,1,0,0
Blackburn,West Brom,4,45,1,1,3,3,1,1,1,2
Chelsea,Wigan,14,47,4,0,1,2,1,2,1,1
Stoke,Wolves,39,49,3,0,2,3,0,2,2,1
Man City,Arsenal,26,0,3,1,1,0,1,4,1,0
Liverpool,Aston Villa,25,1,2,2,1,2,1,2,2,0
Aston Villa,Liverpool,1,25,2,1,2,1,2,2,0,2
Arsenal,Man City,0,26,4,1,0,1,1,3,0,1
QPR,Man United,34,27,1,1,3,0,1,4,0,2
Man United,QPR,27,34,4,1,0,3,1,1,2,0
Tottenham,Sunderland,43,40,4,0,1,3,1,1,1,0
Sunderland,Tottenham,40,43,1,1,3,1,0,4,0,1
Bolton,Blackburn,6,4,0,0,5,3,1,1,2,1
Blackburn,Bolton,4,6,1,1,3,5,0,0,1,2
Wolves,Norwich,49,30,1,0,4,2,1,2,2,2
Norwich,Wolves,30,49,2,1,2,4,0,1,2,2
Aston Villa,Arsenal,1,0,1,1,3,1,1,3,1,2
Arsenal,Aston Villa,0,1,3,1,1,3,1,1,2,1
Swansea,Everton,41,18,1,2,2,2,1,2,0,1
Man United,Fulham,27,19,4,1,0,1,2,2,5,0
Wigan,Liverpool,47,25,2,2,1,1,1,3,0,0
Stoke,Man City,39,26,4,0,1,1,1,3,0,3
Fulham,Man United,19,27,2,2,1,0,1,4,0,5
West Brom,Newcastle,45,29,2,1,2,3,2,0,3,2
Sunderland,QPR,40,34,1,1,3,3,1,1,3,2
Man City,Stoke,26,39,3,1,1,1,0,4,3,0
QPR,Sunderland,34,40,1,1,3,3,1,1,2,3
Everton,Swansea,18,41,2,1,2,2,2,1,1,0
Newcastle,West Brom,29,45,0,2,3,2,1,2,2,3
Liverpool,Wigan,25,47,3,1,1,1,2,2,0,0
Tottenham,Chelsea,43,14,4,0,1,1,1,3,1,1
Chelsea,Tottenham,14,43,3,1,1,1,0,4,1,1
Stoke,Aston Villa,39,1,4,0,1,3,1,1,0,0
Liverpool,Blackburn,25,4,2,2,1,4,0,1,1,1
Newcastle,Bolton,29,6,0,2,3,4,0,1,2,0
Fulham,Chelsea,19,14,2,1,2,0,2,3,1,1
Sunderland,Everton,40,18,2,0,3,2,1,2,1,1
Chelsea,Fulham,14,19,3,2,0,2,1,2,1,1
Blackburn,Liverpool,4,25,1,0,4,1,2,2,1,1
West Brom,Man City,45,26,2,1,2,1,1,3,0,0
Wigan,Man United,47,27,2,2,1,0,1,4,0,5
Bolton,Newcastle,6,29,1,0,4,3,2,0,0,2
Aston Villa,Stoke,1,39,1,1,3,1,0,4,0,0
Everton,Sunderland,18,40,2,1,2,3,0,2,1,1
Man City,West Brom,26,45,3,1,1,2,1,2,0,0
Man United,Wigan,27,47,4,1,0,1,2,2,5,0
Wolves,Arsenal,49,0,1,1,3,1,1,3,1,1
Tottenham,Norwich,43,30,3,1,1,1,2,2,2,0
Swansea,QPR,41,34,1,2,2,4,1,0,1,1
QPR,Swansea,34,41,0,1,4,2,2,1,1,1
Norwich,Tottenham,30,43,2,2,1,1,1,3,0,2
Arsenal,Wolves,0,49,3,1,1,3,1,1,1,1
Newcastle,Liverpool,29,25,1,1,3,1,2,2,1,3
Liverpool,Newcastle,25,29,2,2,1,3,1,1,3,1
QPR,Arsenal,34,0,0,2,3,1,1,3,0,1
Chelsea,Aston Villa,14,1,2,3,0,3,1,1,1,3
Man United,Blackburn,27,4,5,0,0,3,1,1,2,3
Wolves,Bolton,49,6,1,2,2,4,0,1,1,1
Aston Villa,Chelsea,1,14,1,1,3,0,3,2,3,1
Norwich,Fulham,30,19,1,2,2,2,1,2,1,1
Blackburn,Man United,4,27,1,1,3,0,0,5,3,2
Fulham,Norwich,19,30,2,1,2,2,2,1,1,1
Arsenal,QPR,0,34,3,1,1,3,2,0,1,0
Wigan,Stoke,47,39,1,2,2,1,1,3,2,2
Tottenham,Swansea,43,41,3,1,1,2,2,1,1,1
Swansea,Tottenham,41,43,1,2,2,1,1,3,1,1
Stoke,Wigan,39,47,3,1,1,2,2,1,2,2
Bolton,Wolves,6,49,1,0,4,2,2,1,1,1
West Brom,Everton,45,18,2,2,1,2,2,1,0,1
Sunderland,Man City,40,26,2,1,2,1,1,3,1,0
Man City,Sunderland,26,40,3,1,1,2,1,2,0,1
Everton,West Brom,18,45,1,2,2,1,2,2,1,0
Fulham,Arsenal,19,0,1,2,2,1,1,3,2,1
Swansea,Aston Villa,41,1,1,3,1,2,1,2,2,0
Stoke,Blackburn,39,4,2,2,1,3,1,1,2,1
Wolves,Chelsea,49,14,0,3,2,1,3,1,1,2
Arsenal,Fulham,0,19,3,1,1,2,2,1,1,2
QPR,Norwich,34,30,0,1,4,1,3,1,1,2
Norwich,QPR,30,34,1,3,1,4,1,0,2,1
Blackburn,Stoke,4,39,1,1,3,1,2,2,1,2
Aston Villa,Swansea,1,41,2,1,2,1,3,1,0,2
Chelsea,Wolves,14,49,1,3,1,2,3,0,2,1
Man City,Liverpool,26,25,2,1,2,0,2,3,3,0
Liverpool,Man City,25,26,3,2,0,2,1,2,0,3
Wigan,Sunderland,47,40,1,3,1,1,1,3,1,4
West Brom,Tottenham,45,43,2,1,2,1,2,2,0,1
Tottenham,West Brom,43,45,2,2,1,2,1,2,1,0
Sunderland,Wigan,40,47,3,1,1,1,3,1,4,1
Everton,Bolton,18,6,2,2,1,3,1,1,1,2
Bolton,Everton,6,18,1,1,3,1,2,2,2,1
Newcastle,Man United,29,27,1,1,3,1,0,4,3,0
Man United,Newcastle,27,29,4,0,1,3,1,1,0,3
Tottenham,Everton,43,18,3,2,0,1,2,2,2,0
Everton,Tottenham,18,43,2,2,1,0,2,3,0,2
Everton,Aston Villa,18,1,2,1,2,3,1,1,1,1
Fulham,Blackburn,19,4,2,2,1,3,1,1,1,3
Man United,Bolton,27,6,3,0,2,2,1,2,3,0
Sunderland,Chelsea,40,14,3,1,1,1,3,1,0,1
Aston Villa,Everton,1,18,1,1,3,2,1,2,1,1
Blackburn,Fulham,4,19,1,1,3,1,2,2,3,1
Stoke,Liverpool,39,25,2,2,1,1,2,2,0,0
Bolton,Man United,6,27,2,1,2,2,0,3,0,3
West Brom,Norwich,45,30,2,1,2,1,3,1,1,2
Liverpool,Stoke,25,39,2,2,1,1,2,2,0,0
Chelsea,Sunderland,14,40,1,3,1,1,1,3,1,0
Wolves,Tottenham,49,43,0,3,2,0,2,3,1,1
Norwich,West Brom,30,45,1,3,1,2,1,2,2,1
Tottenham,Wolves,43,49,3,2,0,2,3,0,1,1
Swansea,Arsenal,41,0,1,3,1,2,1,2,3,2
QPR,Newcastle,34,29,0,1,4,2,1,2,0,1
Newcastle,QPR,29,34,2,1,2,4,1,0,1,0
Arsenal,Swansea,0,41,2,1,2,1,3,1,2,3
Wigan,Man City,47,26,0,3,2,1,1,3,0,1
Man City,Wigan,26,47,3,1,1,2,3,0,1,0
Wolves,Aston Villa,49,1,0,4,1,2,2,1,2,3
Everton,Blackburn,18,4,1,2,2,2,1,2,1,1
Liverpool,Bolton,25,6,1,3,1,2,1,2,1,3
Norwich,Chelsea,30,14,2,2,1,1,2,2,0,0
Blackburn,Everton,4,18,2,1,2,2,2,1,1,1
Newcastle,Fulham,29,19,3,0,2,2,2,1,2,5
Bolton,Liverpool,6,25,2,1,2,1,3,1,3,1
Fulham,Newcastle,19,29,1,2,2,2,0,3,5,2
Chelsea,Norwich,14,30,2,2,1,1,2,2,0,0
Wigan,QPR,47,34,0,2,3,4,1,0,1,3
West Brom,Stoke,45,39,1,1,3,1,3,1,2,1
Swansea,Sunderland,41,40,2,2,1,1,1,3,0,2
Sunderland,Swansea,40,41,3,1,1,1,2,2,2,0
Stoke,West Brom,39,45,1,3,1,3,1,1,1,2
QPR,Wigan,34,47,0,1,4,3,2,0,3,1
Aston Villa,Wolves,1,49,1,2,2,1,4,0,3,2
Man United,Arsenal,27,0,3,0,2,2,1,2,2,1
Tottenham,Man City,43,26,3,2,0,1,1,3,2,3
Arsenal,Man United,0,27,2,1,2,2,0,3,1,2
Man City,Tottenham,26,43,3,1,1,0,2,3,3,2
Swansea,Chelsea,41,14,2,2,1,1,2,2,1,1
Man City,Everton,26,18,3,1,1,2,2,1,0,1
Wolves,Liverpool,49,25,0,3,2,2,2,1,0,3
Everton,Man City,18,26,1,2,2,1,1,3,1,0
Stoke,Man United,39,27,1,3,1,2,0,3,0,2
Man United,Stoke,27,39,3,0,2,1,3,1,2,0
Chelsea,Swansea,14,41,2,2,1,1,2,2,1,1
Wigan,Tottenham,47,43,0,1,4,1,2,2,1,3
Tottenham,Wigan,43,47,2,2,1,4,1,0,3,1
Liverpool,Wolves,25,49,1,2,2,2,3,0,3,0
Bolton,Arsenal,6,0,2,1,2,3,1,1,0,0
QPR,Aston Villa,34,1,1,1,3,1,2,2,2,2
Newcastle,Blackburn,29,4,3,0,2,1,2,2,2,0
Arsenal,Bolton,0,6,1,1,3,2,1,2,0,0
West Brom,Fulham,45,19,1,1,3,1,2,2,1,1
Blackburn,Newcastle,4,29,2,2,1,2,0,3,0,2
Sunderland,Norwich,40,30,3,1,1,1,2,2,3,0
Aston Villa,QPR,1,34,2,2,1,3,1,1,2,2
Norwich,Sunderland,30,40,2,2,1,1,1,3,0,3
Fulham,West Brom,19,45,2,2,1,3,1,1,1,1
Blackburn,Arsenal,4,0,2,1,2,3,1,1,1,7
Arsenal,Blackburn,0,4,1,1,3,2,1,2,7,1
Norwich,Bolton,30,6,2,2,1,1,2,2,2,0
Wigan,Everton,47,18,0,1,4,2,2,1,1,1
Man City,Fulham,26,19,3,0,2,1,2,2,3,0
Fulham,Man City,19,26,2,2,1,2,0,3,0,3
Bolton,Norwich,6,30,2,2,1,1,2,2,0,2
Wolves,QPR,49,34,0,2,3,3,1,1,2,1
Sunderland,Stoke,40,39,4,0,1,2,2,1,1,0
Stoke,Sunderland,39,40,1,2,2,1,0,4,0,1
West Brom,Swansea,45,41,1,1,3,1,2,2,1,2
Swansea,West Brom,41,45,2,2,1,3,1,1,2,1
Everton,Wigan,18,47,1,2,2,4,1,0,1,1
QPR,Wolves,34,49,1,1,3,3,2,0,1,2
Newcastle,Aston Villa,29,1,3,0,2,1,2,2,2,1
Man United,Chelsea,27,14,3,0,2,1,2,2,3,3
Chelsea,Man United,14,27,2,2,1,2,0,3,3,3
Aston Villa,Newcastle,1,29,2,2,1,2,0,3,1,2
Tottenham,Liverpool,43,25,3,1,1,2,1,2,0,0
Liverpool,Tottenham,25,43,2,1,2,1,1,3,0,0
Sunderland,Arsenal,40,0,4,0,1,3,1,1,1,2
QPR,Blackburn,34,4,1,1,3,3,1,1,2,3
Wigan,Bolton,47,6,0,1,4,2,1,2,2,1
Everton,Chelsea,18,14,1,3,1,0,3,2,2,0
Chelsea,Everton,14,18,2,3,0,1,3,1,0,2
Stoke,Fulham,39,19,1,1,3,2,1,2,1,2
Man United,Liverpool,27,25,3,1,1,2,2,1,2,1
Liverpool,Man United,25,27,1,2,2,1,1,3,1,2
Tottenham,Newcastle,43,29,2,2,1,1,0,4,5,0
Swansea,Norwich,41,30,3,1,1,1,1,3,2,3
Blackburn,QPR,4,34,1,1,3,3,1,1,3,2
Fulham,Stoke,19,39,2,1,2,3,1,1,2,1
Arsenal,Sunderland,0,40,1,1,3,1,0,4,2,1
Norwich,Swansea,30,41,3,1,1,1,1,3,3,2
Newcastle,Tottenham,29,43,4,0,1,1,2,2,0,5
Bolton,Wigan,6,47,2,1,2,4,1,0,1,2
Man City,Aston Villa,26,1,4,0,1,2,2,1,1,0
Aston Villa,Man City,1,26,1,2,2,1,0,4,0,1
Wolves,West Brom,49,45,1,1,3,3,1,1,1,5
West Brom,Wolves,45,49,1,1,3,3,1,1,5,1
Wigan,Aston Villa,47,1,1,1,3,2,2,1,0,0
Man City,Blackburn,26,4,4,0,1,2,1,2,3,0
Chelsea,Bolton,14,6,1,3,1,3,1,1,3,0
Bolton,Chelsea,6,14,1,1,3,1,3,1,0,3
QPR,Fulham,34,19,1,1,3,2,1,2,0,1
Blackburn,Man City,4,26,2,1,2,1,0,4,0,3
Wolves,Newcastle,49,29,1,1,3,2,0,3,2,2
Fulham,QPR,19,34,2,1,2,3,1,1,1,0
West Brom,Sunderland,45,40,2,1,2,2,0,3,4,0
Sunderland,West Brom,40,45,3,0,2,2,1,2,0,4
Aston Villa,Wigan,1,47,1,2,2,3,1,1,0,0
Newcastle,Wolves,29,49,3,0,2,3,1,1,2,2
Tottenham,Arsenal,43,0,2,2,1,2,1,2,2,5
Norwich,Man United,30,27,3,1,1,0,1,4,1,2
Man United,Norwich,27,30,4,1,0,1,1,3,2,1
Swansea,Stoke,41,39,2,1,2,4,1,0,0,2
Stoke,Swansea,39,41,0,1,4,2,1,2,2,0
Arsenal,Tottenham,0,43,2,1,2,1,2,2,5,2
Liverpool,Arsenal,25,0,1,2,2,1,1,3,1,2
Blackburn,Aston Villa,4,1,1,1,3,2,2,1,1,1
Aston Villa,Blackburn,1,4,1,2,2,3,1,1,1,1
Man City,Bolton,26,6,4,0,1,3,1,1,2,0
West Brom,Chelsea,45,14,3,1,1,1,3,1,1,0
QPR,Everton,34,18,1,1,3,0,3,2,1,1
Arsenal,Liverpool,0,25,3,1,1,2,2,1,2,1
Bolton,Man City,6,26,1,1,3,1,0,4,0,2
Stoke,Norwich,39,30,1,0,4,2,1,2,1,0
Everton,QPR,18,34,2,3,0,3,1,1,1,1
Norwich,Stoke,30,39,2,1,2,4,0,1,0,1
Wigan,Swansea,47,41,1,2,2,3,1,1,0,2
Chelsea,West Brom,14,45,1,3,1,1,1,3,0,1
Swansea,Wigan,41,47,1,1,3,2,2,1,2,0
Wolves,Fulham,49,19,1,1,3,1,1,3,0,5
Tottenham,Man United,43,27,2,1,2,0,1,4,1,3
Sunderland,Newcastle,40,29,3,0,2,2,1,2,1,1
Newcastle,Sunderland,29,40,2,1,2,2,0,3,1,1
Man United,Tottenham,27,43,4,1,0,2,1,2,3,1
Fulham,Wolves,19,49,3,1,1,3,1,1,5,0
Fulham,Aston Villa,19,1,3,1,1,2,3,0,0,1
Wolves,Blackburn,49,4,1,1,3,3,1,1,0,2
QPR,Bolton,34,6,0,2,3,4,1,0,1,2
Stoke,Chelsea,39,14,2,0,3,2,2,1,0,1
Tottenham,Everton,43,18,2,1,2,0,3,2,0,1
Aston Villa,Fulham,1,19,0,3,2,1,1,3,1,0
Sunderland,Liverpool,40,25,2,1,2,3,1,1,1,0
Bolton,QPR,6,34,0,1,4,3,2,0,2,1
Chelsea,Stoke,14,39,1,2,2,3,0,2,1,0
Liverpool,Sunderland,25,40,1,1,3,2,1,2,0,1
Everton,Tottenham,18,43,2,3,0,2,1,2,1,0
Blackburn,Wolves,4,49,1,1,3,3,1,1,2,0
Swansea,Man City,41,26,2,1,2,1,0,4,1,0
West Brom,Man United,45,27,3,1,1,0,1,4,0,2
Wigan,Norwich,47,30,1,2,2,3,0,2,1,1
Man City,Swansea,26,41,4,0,1,2,1,2,0,1
Man United,West Brom,27,45,4,1,0,1,1,3,2,0
Norwich,Wigan,30,47,2,0,3,2,2,1,1,1
Newcastle,Arsenal,29,0,2,2,1,0,1,4,1,2
Arsenal,Newcastle,0,29,4,1,0,1,2,2,2,1
Liverpool,Everton,25,18,1,1,3,0,2,3,3,0
Everton,Liverpool,18,25,3,2,0,3,1,1,0,3
Swansea,Fulham,41,19,3,0,2,2,0,3,3,0
Fulham,Swansea,19,41,3,0,2,2,0,3,0,3
Wigan,West Brom,47,45,1,3,1,2,0,3,1,1
West Brom,Wigan,45,47,3,0,2,1,3,1,1,1
Wolves,Man United,49,27,1,1,3,0,1,4,0,5
Norwich,Newcastle,30,29,2,1,2,2,2,1,0,1
Newcastle,Norwich,29,30,1,2,2,2,1,2,1,0
Man United,Wolves,27,49,4,1,0,3,1,1,5,0
Sunderland,Blackburn,40,4,2,1,2,2,1,2,0,2
Blackburn,Sunderland,4,40,2,1,2,2,1,2,2,0
Everton,Arsenal,18,0,2,2,1,0,0,5,0,1
Man City,Chelsea,26,14,4,0,1,2,1,2,2,1
Arsenal,Everton,0,18,5,0,0,1,2,2,1,0
QPR,Liverpool,34,25,0,1,4,3,1,1,3,2
Chelsea,Man City,14,26,2,1,2,1,0,4,1,2
Liverpool,QPR,25,34,1,1,3,4,1,0,2,3
Tottenham,Stoke,43,39,1,1,3,3,0,2,1,1
Stoke,Tottenham,39,43,2,0,3,3,1,1,1,1
Aston Villa,Arsenal,1,0,1,2,2,0,0,5,0,3
Arsenal,Aston Villa,0,1,5,0,0,2,2,1,3,0
Bolton,Blackburn,6,4,1,0,4,1,1,3,2,1
Blackburn,Bolton,4,6,3,1,1,4,0,1,1,2
Tottenham,Chelsea,43,14,1,1,3,3,0,2,0,0
Swansea,Everton,41,18,3,0,2,2,1,2,0,2
Wigan,Liverpool,47,25,1,3,1,4,0,1,2,1
Stoke,Man City,39,26,2,1,2,1,0,4,1,1
Wolves,Norwich,49,30,0,1,4,3,1,1,1,2
Sunderland,QPR,40,34,1,1,3,3,1,1,3,1
Man City,Stoke,26,39,4,0,1,2,1,2,1,1
QPR,Sunderland,34,40,1,1,3,3,1,1,1,3
Everton,Swansea,18,41,2,1,2,2,0,3,2,0
Chelsea,Tottenham,14,43,2,0,3,3,1,1,0,0
Liverpool,Wigan,25,47,1,0,4,1,3,1,1,2
Norwich,Wolves,30,49,1,1,3,4,1,0,2,1
West Brom,Newcastle,45,29,3,1,1,2,2,1,1,3
Newcastle,West Brom,29,45,1,2,2,1,1,3,3,1
Man United,Fulham,27,19,5,0,0,2,0,3,1,0
Fulham,Man United,19,27,3,0,2,0,0,5,0,1
QPR,Arsenal,34,0,1,1,3,0,0,5,2,1
Chelsea,Aston Villa,14,1,2,1,2,2,2,1,4,2
Wolves,Bolton,49,6,0,1,4,3,0,2,2,3
Aston Villa,Chelsea,1,14,1,2,2,2,1,2,2,4
West Brom,Everton,45,18,2,1,2,2,1,2,0,2
Norwich,Fulham,30,19,1,1,3,3,0,2,1,2
Sunderland,Man City,40,26,2,1,2,1,1,3,3,3
Fulham,Norwich,19,30,2,0,3,3,1,1,2,1
Arsenal,QPR,0,34,5,0,0,3,1,1,1,2
Wigan,Stoke,47,39,1,3,1,1,2,2,2,0
Man City,Sunderland,26,40,3,1,1,2,1,2,3,3
Everton,West Brom,18,45,2,1,2,2,1,2,2,0
